YJR045C	13875513500000000.00 
YCL018W	12800065500000000.00 
YLR259C	11215587700000000.00 
YML064C	7984398400000000.00 
YBR127C	7848778400000000.00 
YPR110C	7463294300000000.00 
YBR072W	7338022500000000.00 
YJR121W	7067745600000000.00 
YBR020W	7020294200000000.00 
YMR106C	6797158900000000.00 
YGL137W	6520843800000000.00 
YDL029W	6351178100000000.00 
YFL039C	6066006700000000.00 
YDR388W	5944122500000000.00 
YBL099W	5799066500000000.00 
YBR196C	5794983000000000.00 
YDR394W	5703344500000000.00 
YNL064C	5609517700000000.00 
YLR180W	4798287000000000.00 
YDL126C	4780416700000000.00 
YMR205C	4724735100000000.00 
YFL037W	4671433000000000.00 
YHR030C	4590484100000000.00 
YML085C	4524867800000000.00 
YBR118W	4458725810000000.00 
YBR217W	4179860830000000.00 
YFR053C	4088395480000000.00 
YDL047W	4018192360000000.00 
YDL059C	3903855490000000.00 
YGR040W	3881598170000000.00 
YOL133W	3665115710000000.00 
YJL008C	3439429670000000.00 
YOL055C	3413219910000000.00 
YER133W	3328150030000000.00 
YNL189W	3307073550000000.00 
YER177W	3263495200000000.00 
YKL152C	3253386460000000.00 
YFR028C	3227844820000000.00 
YER171W	3202824490000000.00 
YDL017W	3135445580000000.00 
YBR017C	3109538070000000.00 
YKR026C	2969864120000000.00 
YPL204W	2946730890000000.00 
YBR160W	2934840810000000.00 
YBR055C	2894130960000000.00 
YHR135C	2862146880000000.00 
YDL200C	2854783430000000.00 
YPL235W	2717305280000000.00 
YGR092W	2657975140000000.00 
YOR212W	2568086840000000.00 
YLR044C	2562615860000000.00 
YOR181W	2450489030000000.00 
YGR262C	2436288520000000.00 
YMR059W	2433149170000000.00 
YMR049C	2433093070000000.00 
YER173W	2321453450000000.00 
YGL190C	2298669180000000.00 
YPL140C	2271467270000000.00 
YDR171W	2252141000000000.00 
YJL034W	2208265890000000.00 
YER179W	2163652320000000.00 
YGR254W	2156657560000000.00 
YPL240C	2123209300000000.00 
YDR142C	2058045920000000.00 
YLR291C	1928779620000000.00 
YDR523C	1915903840000000.00 
YJL130C	1895808770000000.00 
YGL206C	1868288230000000.00 
YOR351C	1843538070000000.00 
YJR077C	1826119830000000.00 
YCR002C	1823807400000000.00 
YDL043C	1743970530000000.00 
YGL048C	1678011510000000.00 
YGR240C	1677817300000000.00 
YDL225W	1627053600000000.00 
YDL055C	1589896770000000.00 
YPL061W	1573500730000000.00 
YJL173C	1517115190000000.00 
YDR128W	1501250390000000.00 
YDL145C	1479559190000000.00 
YNL135C	1479183920000000.00 
YDL229W	1451727130000000.00 
YCL040W	1440632830000000.00 
YPR111W	1408409970000000.00 
YJL098W	1401053500000000.00 
YLR175W	1396809940000000.00 
YML124C	1368727430000000.00 
YJL138C	1343899160000000.00 
YOR374W	1342547450000000.00 
YDR099W	1339165840000000.00 
